sentiment,review_body,product_category
1,"This vest is super cute! i'm 5'5"" 120 and usually wear an xs at retailer  i have this in a small and it fits perfectly  fits snug when zipped  my usual xs would have definitely been too tight. would definitely recommend!",Jackets
1,I have been on the hunt for a replacement cargo jacket for about a year now. i thought this one was going to be it!! ordered it right away. i got it in an xl as retailer coats always seem to run small on me (i am very busty so sometimes the more fitted styles won't even close without a big gap). this is not the case with this jacket. it runs really big - it looks like it could be an xxxl...but the design is great with a zipper and button closures  pockets and cute back cut...the color is slightly,Jackets
1,"I first saw this online  and as a long-time wearer of vests  this really caught my eye. once it came into the store i was able to try it on  in grey small  and it was perfection. it just wasn't in the budget so i decided to wait for it to go on sale and watch the website every day. we have 5 stores in my area and when it got down to only 2 having limited availability for a small i sprang into action. the largest store had put it on the ""almost gone"" rack and they had only 2 smalls. i tried them",Jackets
-1,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.    finally returned it without it making it out the door :(",Jeans
-1,I'm normally a size 25p. i bought these in a 26 because i wanted a more relaxed fit. i could barely pull them up over my calves. i could get them on and button them  but i felt like a sausage stuffed into a straw. size up 2 sizes at least!,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,Loved these when i tried them on they fit well and were so flattering. i am a size 0/2 and 5' tall and have a 'bubble butt' and thicker thighs with a narrow waist i tried on a 24 they we a little tight on my bum and thighs but the waist was perfect  tried on a 25 and they were much more comfortable on my legs and worked on my waist as well. i thought all was good but after wearing them out for not even ten minutes they started slipping down constantly and loosed up around all areas especially my,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,These are way oversized! i have several pairs of pilcro jeans and these run way too large. wasted money on shipping. won't do that again:(,Jeans
-1,"These are terribly unflattering the wash looks dirty and the rise is not 10.5 like the description says  which is the only reason i gambled on these it is 13"".",Jeans
-1,I bought these on sale and they quickly went back. i was very disappointed after reading the reviews. i thought for sure these would be a winner. however  i was sadly mistaken. i ordered another pair of jeans  the same  from a different brand. these were way too small while my others were too large. they didn't live up to my expectation and were still rather long. even though i bought these on sale  i was not happy with the quality.,Jeans
0,First off: kudos to the other reviewers for setting the expectation re: the color on these! they are not a dark rinse at all - not even close. they're a light-to-medium hue with fading down the front of the thighs. with that in mind  i do like the color - especially for spring - but would have been very miffed had i ordered these and they arrived so starkly different from the online photo.  ----------  i typically wear a 27-29  depending on the brand and waist rise. these were an online return t,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,As another reviewer mentioned the quality isn't here.  they pilled in the thighs after wearing once and stretched out so much at the end of the day i was pulling them up constantly.  such a bummer because i love this brand.,Jeans
0,I really like the pilcro serif style but the stet style does not work for my body. will have to return.,Jeans
0,I stopped into a store near me specifically to try these on given how adorable they look here. while i liked them  i didn't love them. i love some stretch  so that part was good. however  the denim was much thinner and lighter colored than they look to me online here.       i really want to love them  though their light color has me less enthusiastic. another reviewer also mentioned a butt-flattening effect  which i noticed also. i might have sprung for them anyway  they do have a cute shape  bu,Jeans
0,These are the very stretchy  almost spongy  type fabric.  i ordered my usual size and they fit me like a sausage skin.  crazy small!!!,Jeans
0,Soft  stretch denim  70's fun vibe . i so wanted to keep this   but for me the sizing was off. i ordered a size 27  my usual denim jeans size . the waist down fit perfectly but i couldn't zip the top portion. i fear that even if i order one size up which i believe would still be ok for the bottom half ; i still won't have enough room from my rib cage to the top of the bib section. i had  a 3 inch gap  in that area  . for full disclosure   i am a  size 36b  with broad shoulders and  a broad back,Jeans
0,"I have other pairs of stevie jeans and looked forward to receiving these.i would say that they run about a size large compared to my other pairs. i am 5'2"" and ordered a petite  but i found the length to be about 2-3 inches too long. as compared to how they look on the model. also  the rise is relatively low. otherwise  the quality is great  and the denim is very soft. i will probably return these given that i am not wowed.",Jeans
0,I have been looking for flares that are not tight through the thigh and these are definitely them...but for me they were so long that to hem them would ruin the style of the pants. i'm 5'5 and have long legs but i would need a high heel to maintain the intended style  and that's not what i was looking for. otherwise  beautiful.,Jeans
1,"These pants are perfect! they are amazingly comfortable and soft - i could wear them all the time. i'm 5'2"" and have been looking for shorter jeans to wear with ankle booties  which has been pretty tough. i ordered 29 petite and the description said the inseam would be 24"". i don't know if that's true since they fall right at my ankle and usually that's around a 26"" inseam  but definitely a great length and i don't need to hem. the leg opening isn't too big  so i can roll it up/cuff them to get",Jeans
1,I really love these jeans! this is my second pair of ags and they're so comfortable. i will say that these jeans are super long! i have long legs and it takes a 3 inch lift from my shoes to get them to hit correctly. if you're short  you can expect to get them hemmed. the high waist is great! size down in ag because they tend to stretch and being high waisted they for differently!,Jeans
1,These do run small for pilcro which i think runs large overall. after reading other reviews i decided to get the size i would order in ag or coh and the like. thanks fellow reviewers because i'm pleased. when i first put them on i said no. the waist was a tad big (but comfy# and the legs seemed tight. with the slits at the bottom going right to my ankle (29 inch inseam) i thought these looked ridiculous. however  once i had them on for about 10 minutes they just sort of molded to my body and loo,Jeans
1,Perfect crop jeans with just a tiny flare. i'm a size 8 and the 29s fit perfectly.,Jeans
1,I bought these about a month ago in the sky blue - gorgeous color! i was a little disappointed because they fit bigger than i normally wear my pants  but i decided to keep them anyway. they are the most comfortable pants i've ever worn - butter soft. i have dressed them up with a nice top and suede booties  and also worn casual with a baggy sweater and toms. i highly recommend these pants!,Jeans
1,I was really excited to get these pants but was somewhat disappointed when i received them. the fabric and color are great but i was expecting a more traditional cut after examining the ones shown on the model. i need to size down on boyfriend cut jeans  and i would have initially  but the description doesn't say anything and the model doesn't look like she's wearing a boyfriend cut  so i didn't . now the size i need is unavailable so i am returning these  sigh. i so wanted to keep them.,Jeans
1,"The wash is just as pictured  and the fit is great  i actually got a 29 when i usually wear a 28 but when i wear a belt with them they hug the waist perfectly. im always on the search from 28"" length however these jeans are a 30"" and still look excellent if i roll them up once.",Jeans
1,"These literally are more comfortable than sweatpants. they are definitely ""relaxed"" and look a little baggier on than in the photo  but still cute and flattering.",Jeans
1,I wanted to comment about the wash. yes  these jeans look really ?dirty? when you  pull them out of the package. but after a few months of washing  the dirty color has really  mellowed. also  i am a usual 26 in jeans  purchased these in 25 and could have fit into   the 24. i may purchase another pair  these jeans are really unique  comfortable  great   for the summer with sandals or converse.,Jeans
-1,I love the shirt and it runs true to size everywhere but the arm holes. i bought a size small and the length was great  the fit was great  but the arm holes were gappy and big. i had to return it and was bummed because i loved it otherwise.,Knits
-1,I didn't realize that there were sequins on the design. they kept poking my shoulders and made the top very uncomfortable. the white material was also not very flattering on me. it went back.,Knits
-1,I loved the cut and style of this shirt  so was very disappointed when i put it on and it was very tight and slightly see-through. if you do order it  get it in a size larger.,Knits
-1,If you're pregnant  congratulations. this shirt is for you. if you've ever dreamed of being an xxs  this shirt is also for you. i'm a 34d  normally a small or medium  but often size down to xs in swing tops. the xs is ginormous on me  although it fits through the shoulders. i can hold onto the bottom and stretch my arms straight out at the sides  it's that wide. think flying squirrel. what doesn't show in the pictures is that it also has a slight dolman sleeve  which makes it look wide at the to,Knits
-1,I really loved this top. however  i couldn't get it on. i tried on a medium (my usual size.) it's not that it was too small. something else is wrong with it. the large was way too big. too bad  i really wanted this look.,Knits
-1,This shirt is unflattering and boxy. it does not look cute at all on me. i am returning.,Knits
-1,"There were no reviews  it's an ""online exclusive"" and thought it might look good with a nice skirt at an upcoming wedding. the spandex jersey back looks like sweat shirt material. on the white version of this  it is mismatched with an oatmeal color and white that just looks awful. as a busty 36d i was stunned to find myself swimming in a medium. it does not look like the photograph and the sleeve billow out. i feel like this had to have been clipped and tucked in for this photograph. i'm an anth",Knits
-1,"Not at all tapered at waist as suggested here by photos. i have wide shoulders and am slim  and this made me look big all around. i am doubtful a smaller size would correct this- i am 5'10"" and ordered a medium. also  it curls under a bit at the waist. one nice thing about the cream is that it is not see through. anyway  i purchased this to go with high waisted skirts but am returning.",Knits
-1,I was so excited when i ordered this  i love comfy clothing this looked perfect! when i received it  there was a weird smell with the top. convinced that this could be from storage or something  i washed it. the smell did not go away. i have washed it 3 times now and the smell will not disappear! i have not yet worn but as i have washed it  not able to return it. the top looks and feels great - just the weird smell. now i am 'stuck'!!,Knits
0,I sized down one size and it's still too big with the double v-neck style. this is going back.,Knits
0,I liked the idea of the diagonal color block but the fit of this tee was odd on me.  too tight around arms and way big and boxy around the mid-section.  going back.,Knits
0,I love the colors of this top. it does run very large though. when i received my usual small i felt like i was swimming in the top  not fitted at all. the material is a bit funky too - seems a little lower quality because of the fabric. will return and try a smaller size if there is one available at the store and see if i change my mind.,Knits
0,So this is a great tee  problem is the white you can see through. i an not looking for a layering tee so not what i was looking for.,Knits
0,I ordered this in tan and white  but ended up returning it. the material is a bit thin (but soft). the shape of the top was decent  i didn't think it was too boxy but i didn't like how the seams looked on the sides. ultimately i didn't think it was worth the price.,Knits
0,I bought this top in black n moss. they are of a great quality n love that u don't need a cami under. i do like them very much except that they're a lil too billowy in front for me. when i gathered excess material on the sides it looked much better. the black didn't look as large...black is slimming. i love the neck and the material. haven't decided yet if i'm keeping or returning.,Knits
0,I'm just not sure about this top... it's very short. i'm short-waisted  and it could stand to be at least an inch longer in front for me. and as another reviewer pointed out  there's no closure in front. i can't imagine wearing it without a tank underneath... one good stiff breeze and everyone would get a peep show. it really seems more like a vest than a shirt. it's cute enough with a tank underneath  but that sort of defeats the purpose of an easy summer top... it's too hot for layers in the s,Knits
0,This is a super cute tunic - it is simply way too big.,Knits
0,Pretty tee  but not worth the price.  lace is beautiful  but fit is blah.,Knits
1,"This top is gorgeous  but the sleeves are all wrong. they're very tight for about 5"" at the bottom  right up to the elbow making it tight when i bend my arms. it's also loose in the armpit area  the bottom of the sleeve starts under my chest  and is styled that way  so i'm considering returning. i actually drove an hour to the nearest store to size up  but the sleeve feels even more tight. ugh! i love the quality & looks otherwise  and the front is double layered so no need to layer. the front i",Knits
1,I purchased this in the blue motif.  i am 5'4  118 pounds and got an xs. i love everything about this tee. it looks great with jeans and i love it with my white denim shorts! i haven't worn it off the shoulder yet.  i think it looks great as a regular tee. i get compliments whenever i wear it.  so happy with this purchase!,Knits
1,Great transition into fall. super soft and comfy. great yellow without being too yellow love it.,Knits
1,This shirt is a very cute dressed up casual kind of top. the lace detail in the front and the back make a plain  long sleeve black top look elegant. the material on the shirt is pretty light  so it is for fall or spring.,Knits
1,Great top to dress (further) up or down. it does  however  run large and the straps seem (too) long. if you are a petite you will not be able to wear a regular without alterations.,Knits
1,I went a size down on this top. it was to billowy in my regular size. it has the elastic waist but it was bunching up too much in that area. i love the embroidery. . it is gorgeous. . will have to hand wash for sure.,Knits
1,"This is a pretty everyday piece to add to your wardrobe. the color is a little less pink and more peach than depicted in the photo and the top is just a bit on the short side but i was afraid that if i sized up  it wouldn't give me more length but maybe look boxy instead. i'm 5'7""  140lbs  32dd with an athletic build and ordered the small.",Knits
1,"This is a super cute t-shirt!  it runs a little big and not as long as some t-shirts which is good.   it hits mid-hip on me and i'm 5'7"".    i got the gray at my retailer store and liked it so much i ordered the black one too.   warning:  the black one is actually a brownish-black which i didn't like so back it goes.",Knits
1,This is an adorable little top. the tank has such beautiful detailing on the chest. the flowers are more red than pink. i found it to be tts on me.. the tank is flowy and loose.,Knits
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
1,"A whim of a purchase on a tops sale. i spotted the black  but went for the mauve. it's great in person  fits loosely and hangs nicely for layering. i will buy the black too when in goes on sale. 5'5""  135lbs  34c  curvy/muscular frame  and the small was perfect (and every a little roomy) on me.",Layering
1,I ordered the black and white shirt thinking it was polka dots  but turned out to be stars instead which was even cuter. fits true to size and is very soft and comfortable. my first thought after trying it on was that i should have ordered another one!,Layering
1,I love this top. i'm wearing it today. i bought it to wear under blazers and it works perfectly. i knew it would be slim fitting and while i normally buy med or sometimes small i bought the large and i'm glad i did. it's still form fitting without strangling me the color is very nice as well. nice fabric and well made. a great layering basic.,Layering
1,I was really excited that they decided to make these. i am a big fan of the tanks and wanted a long sleeve (or even short sleeve - hint!) version of them to wear under suits to work in the winter etc. these do the job nicely - bought ivory and black. other reviewer is right however  something strange in the shoulders as they are quite narrow and the fabric tends to bunch a bit and the arm length is a little strange. i am 5'8 and 150 lbs and order a medium in most retailer stuff and i tend to buy a,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,I bought an retailer cami 10 years ago and it is still in good shape so i looked on the website to see if they still carried them and they did! i bought 3 i was so excited!,Layering
1,I love this shimmer tank-in both colors! it is a very thin fabric-thinner than i would have expected  but i think this is okay since i would use it for layering and probably never wear it as a standalone tank. i think you can never go wrong with sparkles  especially in a layering tank-it dresses up or fancies up the outfit. the straps on this tank are not adjustable  and if you are large chested  i think a lot of cleavage would show in this tank. i would have preferred the sleeves are very sligh,Layering
1,"I purchased the pink top and really like it. it will be a ""go-to"". the material is light but not skimpy  and it has a nice drape to it. the length is good for me (5'4"") and it fits tts.",Layering
1,This is a super flattering  cute tank! i've purchased it in several colors because it's such a great fit. somewhat thin material and slightly sheer (especially the white). i like that it has good coverage on the sleeves so that bra straps nor 'side boob/armpit' fat shows. looks great with pilcro capris for a cute  casual summer look! i wish they would come out with even more colors!,Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Super itchy! had to return.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
1,These tights are light but at the same time super cozy. definitely cut and sewn as tights and not meant to be worn as leggings -- they're really sheer around your rump. i've worn them around the house with oversized t-shirts and long sweaters. would only wear out of the house with a dress or serious coverage  despite what i thought when i bought them. i wish they were available in a few more colors. worth the sale price.,Legwear
1,I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel  but these stay hidden and stay put. plus a fun design!,Legwear
1,Love these leggings!!! soft  cozy and yummy feeling! can't wait for the weather to get cooler! these fleece-lined leggings will be a new staple this winter!!!,Legwear
1,36dd  10/12 in tops  12/14 in bottoms  bought size m/l very cute pattern on the grey leggings  and the fleece lining is warm. they are thick too  so even stretched they are not see through. i would say 14 would be as large as these bottoms would fit as they are snug  but fine for wearing under skirts and dresses.,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,These leggings are super comfy. i took the advice of other reviewers and ordered a size down and the leggings fit wonderfully. lately i've been having a problem with leggings falling down at the waist and these stay up nicely so i was very pleased. the leggings have a slight itch because of the sweater feel but they are very warm and i enjoy wearing them.,Legwear
1,They are a perfect thickness. fits comfortably like leggings but look like a nice pair of office/ outside pant. got them in the grey  am thrilled w the texture. i typically wear a large in pants and they are tts. not see through either. would definitely recommend them.,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,Legwear
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
-1,I own some pure and good cotton tanks similar to this in black that i live in teaching dance. i was hoping these would be the same. i ordered the pale blue and it is completely see through and fits tight in the back and loose in the front. i have no desire to have a bra/sports bra show whether out the sides or through the fabric  it is tacky!,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
0,Cute  but didnt realize it was sweatshirt material. due to that  returning.,Lounge
0,Got this in the moss color. i throw on a hoodie almost every day to walk my dog so i justified the high price. returned it because it was not cute on. the waffle fabric didn't stand out  and the bottom just hung straight. i thought it would be more ruffle-like. even on sale i won't buy it ~ it's just that blah,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,So  this dress is extremely comfortable  but it's just really awkward. i am on the fence about keeping it  my husband loves it and thinks i should. it just draws attention to the belly  so any issues after having kids  is very noticeable. not to mention the huge cutouts for the arms. very comfortable  but not sure if i will keep it.,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,I've noticed this sports bra several times in my store-along with a whole line of products that share this fabric and didn't feel necessarily compelled to try it on but i finally did this last time at retailer. i pretty much predicted what i was going to think of it. i like the back with the extra strappy open section  but that is where it ends. the fabric is not particularly flattering  and i didn't think the bra accentuated my chest. i do have a small bust size  but i have a lot of sports,Lounge
0,I loved the design of these pants  and got them to go with the matching jacket. the problem with them is there isn't enough stretch to keep them up. i found that thru out the day i was pulling them up  as they would slide down. the pant fabric should have had more stretch or they should have put stronger elastic at the waist.,Lounge
0,I ordered a small and i'm usually always a small. i could not zip it up. i'm am returning it for a large  and this is concerning because what if it is big in a weird way because i'm usually a large?,Lounge
1,"I love these pants. only wish they i was a little taller  i'm 5'4"" and the small is a little long for me.",Lounge
1,The pictures online do not do this justice. i did not even recognize it as the same dress at first. i went a size down and that way it flatters my curves beautifully instead of looking like a robe. it can actually be worn 3 ways- i like closing the closest snap(there's two) in the middle with a skinny belt over it  and a slip dress underneath. this way  the dress has a deep v neck and opens out in front when walking. think 1940's glam. it can also be fully closed like in the picture  or left ope,Lounge
1,Like the other reviewer said  there's a nice inner lining  and the material of the jacket is just so nice. looks a little like a blazer when worn  but the heather gray makes it a dress up or down sort of piece.,Lounge
1,This is the prettiest little nighty. it is romantic  soft and so very pretty. i really adore everything about this piece   but the pink detail on the trim  along with the floral embroidery is are just the right extra touches that retailer shoppers have come to love.,Lounge
1,"I saw this dress online and fell in love with it. it is just as beautiful in person too. very delicate  but receive so many compliments every time i wear. it is two separate pieces  a slip dress and the overlying fringe dress. i am 5'4"" and need a 2 inch wedge heel to keep the bottom from dragging. probably could have tried to order the petite but figured i'd probably be wearing heals anyway. i normally wear a 6/8 in dresses and the medium fit perfectly and is so flattering! the top half is flow",Lounge
1,This product is the best if not the most excellent garment i have purchased in years i feel like a model even though i am full body lady what gorgeous piece of clothing,Lounge
